Close;Data;Day;Week
29.156;25.04.2010;6091;871
30.517;02.05.2010;6098;872
30.406;09.05.2010;6105;873
30.980;16.05.2010;6112;874
30.559;23.05.2010;6119;875
31.376;30.05.2010;6126;876
31.482;06.06.2010;6133;877
30.896;13.06.2010;6140;878
30.931;20.06.2010;6147;879
31.015;27.06.2010;6154;880
30.745;04.07.2010;6161;881
30.435;11.07.2010;6168;882
30.307;18.07.2010;6175;883
30.107;25.07.2010;6182;884
29.713;01.08.2010;6189;885
30.500;08.08.2010;6196;886
30.552;15.08.2010;6203;887
30.542;22.08.2010;6210;888
30.529;29.08.2010;6217;889
30.747;05.09.2010;6224;890
30.908;12.09.2010;6231;891
30.590;19.09.2010;6238;892
30.351;26.09.2010;6245;893
29.747;03.10.2010;6252;894
30.202;10.10.2010;6259;895
30.322;17.10.2010;6266;896
30.698;24.10.2010;6273;897
30.530;31.10.2010;6280;898
30.756;07.11.2010;6287;899
30.994;14.11.2010;6294;900
31.297;21.11.2010;6301;901
31.082;28.11.2010;6308;902
30.815;05.12.2010;6315;903
30.701;12.12.2010;6322;904
30.352;19.12.2010;6329;905
30.433;26.12.2010;6336;906
30.535;02.01.2011;6343;907
30.003;09.01.2011;6350;908
29.814;16.01.2011;6357;909
29.693;23.01.2011;6364;910
29.306;30.01.2011;6371;911
29.222;06.02.2011;6378;912
29.067;13.02.2011;6385;913
28.792;20.02.2011;6392;914
28.076;27.02.2011;6399;915
28.517;06.03.2011;6406;916
28.345;13.03.2011;6413;917
28.230;20.03.2011;6420;918
28.200;27.03.2011;6427;919
27.936;03.04.2011;6434;920
28.031;10.04.2011;6441;921
27.910;17.04.2011;6448;922
27.285;24.04.2011;6455;923
27.604;01.05.2011;6462;924
28.043;08.05.2011;6469;925
28.067;15.05.2011;6476;926
27.941;22.05.2011;6483;927
27.707;29.05.2011;6490;928
27.878;05.06.2011;6497;929
28.050;12.06.2011;6504;930
28.250;19.06.2011;6511;931
27.870;26.06.2011;6518;932
27.990;03.07.2011;6525;933
28.070;10.07.2011;6532;934
27.770;17.07.2011;6539;935
27.610;24.07.2011;6546;936
28.330;31.07.2011;6553;937
29.100;07.08.2011;6560;938
29.000;14.08.2011;6567;939
28.810;21.08.2011;6574;940
29.170;28.08.2011;6581;941
30.050;04.09.2011;6588;942
30.550;11.09.2011;6595;943
32.080;18.09.2011;6602;944
32.200;25.09.2011;6609;945
32.340;02.10.2011;6616;946
30.870;09.10.2011;6623;947
31.100;16.10.2011;6630;948
29.810;23.10.2011;6637;949
30.690;30.10.2011;6644;950
30.280;06.11.2011;6651;951
30.850;13.11.2011;6658;952
31.520;20.11.2011;6665;953
30.950;27.11.2011;6672;954
31.490;04.12.2011;6679;955
31.980;11.12.2011;6686;956
31.180;18.12.2011;6693;957
32.130;25.12.2011;6700;958
31.970;01.01.2012;6707;959
31.850;08.01.2012;6714;960
31.320;15.01.2012;6721;961
30.120;22.01.2012;6728;962
30.190;29.01.2012;6735;963
30.040;05.02.2012;6742;964
29.940;12.02.2012;6749;965
29.170;19.02.2012;6756;966
29.310;26.02.2012;6763;967
29.420;04.03.2012;6770;968
29.230;11.03.2012;6777;969
29.270;18.03.2012;6784;970
29.340;25.03.2012;6791;971
29.560;01.04.2012;6798;972
29.610;08.04.2012;6805;973
29.440;15.04.2012;6812;974
29.310;22.04.2012;6819;975
29.790;29.04.2012;6826;976
30.140;06.05.2012;6833;977
31.300;13.05.2012;6840;978
32.060;20.05.2012;6847;979
33.670;27.05.2012;6854;980
32.490;03.06.2012;6861;981
32.350;10.06.2012;6868;982
33.225;17.06.2012;6875;983
32.415;24.06.2012;6882;984
32.878;01.07.2012;6889;985
32.575;08.07.2012;6896;986
32.034;15.07.2012;6903;987
32.051;22.07.2012;6910;988
31.964;29.07.2012;6917;989
31.866;05.08.2012;6924;990
32.039;12.08.2012;6931;991
31.791;19.08.2012;6938;992
32.271;26.08.2012;6945;993
31.649;02.09.2012;6952;994
30.454;09.09.2012;6959;995
31.051;16.09.2012;6966;996
31.191;23.09.2012;6973;997
30.938;30.09.2012;6980;998
31.101;07.10.2012;6987;999
30.886;14.10.2012;6994;1000
31.375;21.10.2012;7001;1001
31.467;28.10.2012;7008;1002
31.570;04.11.2012;7015;1003
31.735;11.11.2012;7022;1004
31.060;18.11.2012;7029;1005
30.876;25.11.2012;7036;1006
30.808;02.12.2012;7043;1007
30.709;09.12.2012;7050;1008
30.829;16.12.2012;7057;1009
30.340;23.12.2012;7064;1010
30.384;30.12.2012;7071;1011
30.329;06.01.2013;7078;1012
30.271;13.01.2013;7085;1013
30.031;20.01.2013;7092;1014
29.850;27.01.2013;7099;1015
30.144;03.02.2013;7106;1016
30.114;10.02.2013;7113;1017
30.445;17.02.2013;7120;1018
30.730;24.02.2013;7127;1019
30.780;03.03.2013;7134;1020
30.640;10.03.2013;7141;1021
30.815;17.03.2013;7148;1022
31.051;24.03.2013;7155;1023
31.540;31.03.2013;7162;1024
31.081;07.04.2013;7169;1025
31.716;14.04.2013;7176;1026
31.268;21.04.2013;7183;1027
31.042;28.04.2013;7190;1028
31.416;05.05.2013;7197;1029
31.431;12.05.2013;7204;1030
31.379;19.05.2013;7211;1031
31.873;26.05.2013;7218;1032
32.157;02.06.2013;7225;1033
31.716;09.06.2013;7232;1034
32.820;16.06.2013;7239;1035
32.834;23.06.2013;7246;1036
33.312;30.06.2013;7253;1037
32.621;07.07.2013;7260;1038
32.364;14.07.2013;7267;1039
32.818;21.07.2013;7274;1040
32.813;28.07.2013;7281;1041
32.857;04.08.2013;7288;1042
32.922;11.08.2013;7295;1043
32.999;18.08.2013;7302;1044
33.287;25.08.2013;7309;1045
33.310;01.09.2013;7316;1046
32.465;08.09.2013;7323;1047
31.809;15.09.2013;7330;1048
32.326;22.09.2013;7337;1049
32.175;29.09.2013;7344;1050
32.285;06.10.2013;7351;1051
31.918;13.10.2013;7358;1052
31.765;20.10.2013;7365;1053
32.418;27.10.2013;7372;1054
32.655;03.11.2013;7379;1055
32.565;10.11.2013;7386;1056
32.730;17.11.2013;7393;1057
33.140;24.11.2013;7400;1058
32.705;01.12.2013;7407;1059
32.849;08.12.2013;7414;1060
32.985;15.12.2013;7421;1061
32.615;22.12.2013;7428;1062
33.192;29.12.2013;7435;1063
33.051;05.01.2014;7442;1064
33.594;12.01.2014;7449;1065
34.514;19.01.2014;7456;1066
35.206;26.01.2014;7463;1067
34.768;02.02.2014;7470;1068
35.089;09.02.2014;7477;1069
35.479;16.02.2014;7484;1070
36.046;23.02.2014;7491;1071
36.459;02.03.2014;7498;1072
36.587;09.03.2014;7505;1073
36.242;16.03.2014;7512;1074
35.758;23.03.2014;7519;1075
35.288;30.03.2014;7526;1076
35.646;06.04.2014;7533;1077
35.608;13.04.2014;7540;1078
36.045;20.04.2014;7547;1079
35.869;27.04.2014;7554;1080
35.222;04.05.2014;7561;1081
34.776;11.05.2014;7568;1082
34.118;18.05.2014;7575;1083
34.891;25.05.2014;7582;1084
34.398;01.06.2014;7589;1085
34.382;08.06.2014;7596;1086
34.465;15.06.2014;7603;1087
33.732;22.06.2014;7610;1088
34.405;29.06.2014;7617;1089
34.158;06.07.2014;7624;1090
35.145;13.07.2014;7631;1091
35.141;20.07.2014;7638;1092
35.739;27.07.2014;7645;1093
36.128;03.08.2014;7652;1094
36.143;10.08.2014;7659;1095
36.090;17.08.2014;7666;1096
37.003;24.08.2014;7673;1097
36.876;31.08.2014;7680;1098
37.827;07.09.2014;7687;1099
38.430;14.09.2014;7694;1100
39.163;21.09.2014;7701;1101
39.986;28.09.2014;7708;1102
40.327;05.10.2014;7715;1103
40.721;12.10.2014;7722;1104
41.890;19.10.2014;7729;1105
43.018;26.10.2014;7736;1106
46.668;02.11.2014;7743;1107
46.978;09.11.2014;7750;1108
45.714;16.11.2014;7757;1109
50.417;23.11.2014;7764;1110
52.610;30.11.2014;7771;1111
58.177;07.12.2014;7778;1112
58.740;14.12.2014;7785;1113
53.941;21.12.2014;7792;1114
64.470;28.12.2014;7799;1115
61.497;04.01.2015;7806;1116
65.112;11.01.2015;7813;1117
64.124;18.01.2015;7820;1118
69.477;25.01.2015;7827;1119
66.867;01.02.2015;7834;1120
63.452;08.02.2015;7841;1121
62.070;15.02.2015;7848;1122
61.664;22.02.2015;7855;1123
60.297;01.03.2015;7862;1124
62.175;08.03.2015;7869;1125
59.216;15.03.2015;7876;1126
57.868;22.03.2015;7883;1127
56.690;29.03.2015;7890;1128
53.595;05.04.2015;7897;1129
51.974;12.04.2015;7904;1130
50.885;19.04.2015;7911;1131
51.925;26.04.2015;7918;1132
50.924;03.05.2015;7925;1133
49.500;10.05.2015;7932;1134
50.020;17.05.2015;7939;1135
52.360;24.05.2015;7946;1136
56.315;31.05.2015;7953;1137
55.170;07.06.2015;7960;1138
54.040;14.06.2015;7967;1139
54.840;21.06.2015;7974;1140
55.950;28.06.2015;7981;1141
56.405;05.07.2015;7988;1142
56.975;12.07.2015;7995;1143
58.410;19.07.2015;8002;1144
61.705;26.07.2015;8009;1145
64.015;02.08.2015;8016;1146
64.985;09.08.2015;8023;1147
69.050;16.08.2015;8030;1148
65.202;23.08.2015;8037;1149
68.485;30.08.2015;8044;1150
67.910;06.09.2015;8051;1151
66.440;13.09.2015;8058;1152
65.520;20.09.2015;8065;1153
66.090;27.09.2015;8072;1154
61.770;04.10.2015;8079;1155
61.275;11.10.2015;8086;1156
62.360;18.10.2015;8093;1157
63.975;25.10.2015;8100;1158
64.500;01.11.2015;8107;1159
66.730;08.11.2015;8114;1160
64.731;15.11.2015;8121;1161
66.425;22.11.2015;8128;1162
68.086;29.11.2015;8135;1163
70.380;06.12.2015;8142;1164
70.950;13.12.2015;8149;1165
70.667;20.12.2015;8156;1166
72.956;27.12.2015;8163;1167
74.762;03.01.2016;8170;1168
77.605;10.01.2016;8177;1169
77.960;17.01.2016;8184;1170
75.415;24.01.2016;8191;1171
77.500;31.01.2016;8198;1172
78.358;07.02.2016;8205;1173
76.992;14.02.2016;8212;1174
76.255;21.02.2016;8219;1175
71.870;28.02.2016;8226;1176
69.992;06.03.2016;8233;1177
68.358;13.03.2016;8240;1178
68.170;20.03.2016;8247;1179
67.678;27.03.2016;8254;1180
67.114;03.04.2016;8261;1181
66.486;10.04.2016;8268;1182
66.528;17.04.2016;8275;1183
64.762;24.04.2016;8282;1184
65.927;01.05.2016;8289;1185
65.448;08.05.2016;8296;1186
66.800;15.05.2016;8303;1187
65.934;22.05.2016;8310;1188
65.300;29.05.2016;8317;1189
65.485;05.06.2016;8324;1190
64.844;12.06.2016;8331;1191
65.116;19.06.2016;8338;1192
63.770;26.06.2016;8345;1193
63.856;03.07.2016;8352;1194
63.680;10.07.2016;8359;1195
64.793;17.07.2016;8366;1196
65.940;24.07.2016;8373;1197
65.237;31.07.2016;8380;1198
64.753;07.08.2016;8387;1199
63.892;14.08.2016;8394;1200
64.583;21.08.2016;8401;1201
65.153;28.08.2016;8408;1202
64.826;04.09.2016;8415;1203
65.280;11.09.2016;8422;1204
64.075;18.09.2016;8429;1205
62.874;25.09.2016;8436;1206
62.311;02.10.2016;8443;1207
62.952;09.10.2016;8450;1208
62.368;16.10.2016;8457;1209
62.898;23.10.2016;8464;1210
64.442;30.10.2016;8471;1211
65.832;06.11.2016;8478;1212
64.761;13.11.2016;8485;1213
64.823;20.11.2016;8492;1214
63.789;27.11.2016;8499;1215
62.459;04.12.2016;8506;1216
62.060;11.12.2016;8513;1217
60.999;18.12.2016;8520;1218
61.532;25.12.2016;8527;1219
59.619;01.01.2017;8534;1220
59.602;08.01.2017;8541;1221
59.798;15.01.2017;8548;1222
59.872;22.01.2017;8555;1223
58.998;29.01.2017;8562;1224
58.307;05.02.2017;8569;1225
58.286;12.02.2017;8576;1226
58.394;19.02.2017;8583;1227
58.232;26.02.2017;8590;1228
58.978;05.03.2017;8597;1229
57.177;12.03.2017;8604;1230
56.927;19.03.2017;8611;1231
56.240;26.03.2017;8618;1232
57.261;02.04.2017;8625;1233
56.179;09.04.2017;8632;1234
56.663;16.04.2017;8639;1235
56.923;23.04.2017;8646;1236
57.932;30.04.2017;8653;1237
57.081;07.05.2017;8660;1238
56.887;14.05.2017;8667;1239
56.510;21.05.2017;8674;1240
56.630;28.05.2017;8681;1241
57.033;04.06.2017;8688;1242
57.757;11.06.2017;8695;1243
59.447;18.06.2017;8702;1244
58.940;25.06.2017;8709;1245
60.379;02.07.2017;8716;1246
59.008;09.07.2017;8723;1247
59.352;16.07.2017;8730;1248
59.554;23.07.2017;8737;1249
59.964;30.07.2017;8744;1250
59.834;06.08.2017;8751;1251
58.947;13.08.2017;8758;1252
58.591;20.08.2017;8765;1253
57.474;27.08.2017;8772;1254
57.364;03.09.2017;8779;1255
57.528;10.09.2017;8786;1256
57.498;17.09.2017;8793;1257
57.549;24.09.2017;8800;1258
58.141;01.10.2017;8807;1259
57.336;08.10.2017;8814;1260
57.489;15.10.2017;8821;1261
58.093;22.10.2017;8828;1262
59.051;29.10.2017;8835;1263
59.154;05.11.2017;8842;1264
59.021;12.11.2017;8849;1265
58.444;19.11.2017;8856;1266
58.890;26.11.2017;8863;1267
59.122;03.12.2017;8870;1268
58.826;10.12.2017;8877;1269
58.301;17.12.2017;8884;1270
57.634;24.12.2017;8891;1271
56.969;31.12.2017;8898;1272
56.617;07.01.2018;8905;1273
56.663;14.01.2018;8912;1274
56.235;21.01.2018;8919;1275
56.536;28.01.2018;8926;1276
58.366;04.02.2018;8933;1277
56.411;11.02.2018;8940;1278
56.125;18.02.2018;8947;1279
56.802;25.02.2018;8954;1280
56.652;04.03.2018;8961;1281
57.514;11.03.2018;8968;1282
57.296;18.03.2018;8975;1283
57.135;25.03.2018;8982;1284
58.098;01.04.2018;8989;1285
62.110;08.04.2018;8996;1286
61.371;15.04.2018;9003;1287
62.154;22.04.2018;9010;1288
62.452;29.04.2018;9017;1289
61.921;06.05.2018;9024;1290
62.351;13.05.2018;9031;1291
62.214;20.05.2018;9038;1292
62.213;27.05.2018;9045;1293
62.319;03.06.2018;9052;1294
63.138;10.06.2018;9059;1295
62.982;17.06.2018;9066;1296
62.773;24.06.2018;9073;1297
62.989;01.07.2018;9080;1298
62.441;08.07.2018;9087;1299
63.502;15.07.2018;9094;1300
62.708;22.07.2018;9101;1301
63.345;29.07.2018;9108;1302
67.730;05.08.2018;9115;1303
67.112;12.08.2018;9122;1304
67.028;19.08.2018;9129;1305
67.462;26.08.2018;9136;1306
69.896;02.09.2018;9143;1307
68.159;09.09.2018;9150;1308
66.431;16.09.2018;9157;1309
65.550;23.09.2018;9164;1310
66.607;30.09.2018;9171;1311
66.060;07.10.2018;9178;1312
65.455;14.10.2018;9185;1313
65.593;21.10.2018;9192;1314
66.170;28.10.2018;9199;1315
67.950;04.11.2018;9206;1316
65.980;11.11.2018;9213;1317
66.204;18.11.2018;9220;1318
67.085;25.11.2018;9227;1319
66.441;02.12.2018;9234;1320
66.856;09.12.2018;9241;1321
68.946;16.12.2018;9248;1322
69.543;23.12.2018;9255;1323
67.532;30.12.2018;9262;1324
66.888;06.01.2019;9269;1325
66.176;13.01.2019;9276;1326
66.002;20.01.2019;9283;1327
65.472;27.01.2019;9290;1328
65.435;03.02.2019;9297;1329
66.322;10.02.2019;9304;1330
65.378;17.02.2019;9311;1331
65.914;24.02.2019;9318;1332
66.339;03.03.2019;9325;1333
64.796;10.03.2019;9332;1334
64.648;17.03.2019;9339;1335
65.750;24.03.2019;9346;1336
65.297;31.03.2019;9353;1337
64.279;07.04.2019;9360;1338
64.011;14.04.2019;9367;1339
64.790;21.04.2019;9374;1340
65.081;28.04.2019;9381;1341
65.220;05.05.2019;9388;1342
64.670;12.05.2019;9395;1343
64.462;19.05.2019;9402;1344
65.440;26.05.2019;9409;1345
64.784;02.06.2019;9416;1346
64.396;09.06.2019;9423;1347
63.041;16.06.2019;9430;1348
63.217;23.06.2019;9437;1349
63.805;30.06.2019;9444;1350
62.971;07.07.2019;9451;1351
63.022;14.07.2019;9458;1352
63.353;21.07.2019;9465;1353
65.237;28.07.2019;9472;1354
65.255;04.08.2019;9479;1355
66.507;11.08.2019;9486;1356
66.045;18.08.2019;9493;1357
66.714;25.08.2019;9500;1358
65.771;01.09.2019;9507;1359
64.375;08.09.2019;9514;1360
63.982;15.09.2019;9521;1361
64.666;22.09.2019;9528;1362
64.665;29.09.2019;9535;1363
64.188;06.10.2019;9542;1364
63.660;13.10.2019;9549;1365
63.874;20.10.2019;9556;1366
63.496;27.10.2019;9563;1367
63.800;03.11.2019;9570;1368
63.752;10.11.2019;9577;1369
63.861;17.11.2019;9584;1370
64.339;24.11.2019;9591;1371
63.664;01.12.2019;9598;1372
62.841;08.12.2019;9605;1373
62.281;15.12.2019;9612;1374
62.157;22.12.2019;9619;1375
62.063;29.12.2019;9626;1376
61.020;05.01.2020;9633;1377
61.589;12.01.2020;9640;1378
62.156;19.01.2020;9647;1379
63.994;26.01.2020;9654;1380
64.047;02.02.2020;9661;1381
63.512;09.02.2020;9668;1382
63.970;16.02.2020;9675;1383
66.892;23.02.2020;9682;1384
68.548;01.03.2020;9689;1385
72.232;08.03.2020;9696;1386
80.011;15.03.2020;9703;1387
78.846;22.03.2020;9710;1388
76.576;29.03.2020;9717;1389
73.793;05.04.2020;9724;1390
73.965;12.04.2020;9731;1391
74.582;19.04.2020;9738;1392
75.354;26.04.2020;9745;1393
73.503;03.05.2020;9752;1394
73.629;10.05.2020;9759;1395
71.728;17.05.2020;9766;1396
70.752;24.05.2020;9773;1397
68.654;31.05.2020;9780;1398
69.753;07.06.2020;9787;1399
69.469;14.06.2020;9794;1400
69.778;21.06.2020;9801;1401
71.378;28.06.2020;9808;1402
70.856;05.07.2020;9815;1403
71.881;12.07.2020;9822;1404
71.672;19.07.2020;9829;1405
74.459;26.07.2020;9836;1406
73.673;02.08.2020;9843;1407
72.841;09.08.2020;9850;1408
74.796;16.08.2020;9857;1409
74.096;23.08.2020;9864;1410
75.365;30.08.2020;9871;1411
74.908;06.09.2020;9878;1412
75.653;13.09.2020;9885;1413
78.136;20.09.2020;9892;1414
78.198;27.09.2020;9899;1415
76.772;04.10.2020;9906;1416
77.910;11.10.2020;9913;1417
76.218;18.10.2020;9920;1418
79.441;25.10.2020;9927;1419
77.434;01.11.2020;9934;1420
77.436;08.11.2020;9941;1421
76.225;15.11.2020;9948;1422
75.967;22.11.2020;9955;1423
73.988;29.11.2020;9962;1424
73.039;06.12.2020;9969;1425
73.518;13.12.2020;9976;1426
74.164;20.12.2020;9983;1427
74.027;27.12.2020;9990;1428
74.263;03.01.2021;9997;1429
73.587;10.01.2021;10004;1430
75.245;17.01.2021;10011;1431
75.672;24.01.2021;10018;1432
74.684;31.01.2021;10025;1433
73.721;07.02.2021;10032;1434
74.087;14.02.2021;10039;1435
74.712;21.02.2021;10046;1436
74.262;28.02.2021;10053;1437
73.336;07.03.2021;10060;1438
74.166;14.03.2021;10067;1439
75.749;21.03.2021;10074;1440
76.490;28.03.2021;10081;1441
77.368;04.04.2021;10088;1442
75.742;11.04.2021;10095;1443
74.963;18.04.2021;10102;1444
75.208;25.04.2021;10109;1445
73.745;02.05.2021;10116;1446
73.955;09.05.2021;10123;1447
73.584;16.05.2021;10130;1448
73.224;23.05.2021;10137;1449
72.805;30.05.2021;10144;1450
72.169;06.06.2021;10151;1451
72.799;13.06.2021;10158;1452
72.208;20.06.2021;10165;1453
73.251;27.06.2021;10172;1454
74.293;04.07.2021;10179;1455
74.060;11.07.2021;10186;1456
73.741;18.07.2021;10193;1457
73.144;25.07.2021;10200;1458
73.434;01.08.2021;10207;1459
73.200;08.08.2021;10214;1460
74.284;15.08.2021;10221;1461
73.572;22.08.2021;10228;1462
72.714;29.08.2021;10235;1463
73.185;05.09.2021;10242;1464
72.837;12.09.2021;10249;1465
72.729;19.09.2021;10256;1466
72.753;26.09.2021;10263;1467
71.881;03.10.2021;10270;1468
71.069;10.10.2021;10277;1469
70.295;17.10.2021;10284;1470
70.889;24.10.2021;10291;1471
71.295;31.10.2021;10298;1472
72.890;07.11.2021;10305;1473
73.514;14.11.2021;10312;1474
75.596;21.11.2021;10319;1475
73.946;28.11.2021;10326;1476
73.414;05.12.2021;10333;1477
74.142;12.12.2021;10340;1478
73.649;19.12.2021;10347;1479
75.036;26.12.2021;10354;1480
75.504;02.01.2022;10361;1481
76.307;09.01.2022;10368;1482
77.500;16.01.2022;10375;1483
77.893;23.01.2022;10382;1484
75.803;30.01.2022;10389;1485
77.322;06.02.2022;10396;1486
77.332;13.02.2022;10403;1487
83.456;20.02.2022;10410;1488
124.084;27.02.2022;10417;1489
133.417;06.03.2022;10424;1490
104.021;13.03.2022;10431;1491
102.773;20.03.2022;10438;1492
85.413;27.03.2022;10445;1493
75.885;03.04.2022;10452;1494
79.756;10.04.2022;10459;1495
75.574;17.04.2022;10466;1496
70.960;24.04.2022;10473;1497
69.136;01.05.2022;10480;1498
63.983;08.05.2022;10487;1499
60.255;15.05.2022;10494;1500
66.940;22.05.2022;10501;1501
60.966;29.05.2022;10508;1502
56.972;05.06.2022;10515;1503
56.366;12.06.2022;10522;1504
53.404;19.06.2022;10529;1505
54.145;26.06.2022;10536;1506
61.292;03.07.2022;10543;1507
57.175;10.07.2022;10550;1508
56.925;17.07.2022;10557;1509
61.862;24.07.2022;10564;1510
60.481;31.07.2022;10571;1511
60.611;07.08.2022;10578;1512
59.076;14.08.2022;10585;1513
60.282;21.08.2022;10592;1514
60.404;28.08.2022;10599;1515
60.560;04.09.2022;10606;1516
60.026;11.09.2022;10613;1517
57.516;18.09.2022;10620;1518
57.917;25.09.2022;10627;1519
61.275;02.10.2022;10634;1520
62.171;09.10.2022;10641;1521
61.188;16.10.2022;10648;1522
61.586;23.10.2022;10655;1523
61.883;30.10.2022;10662;1524
60.407;06.11.2022;10669;1525
60.627;13.11.2022;10676;1526
60.635;20.11.2022;10683;1527
61.926;27.11.2022;10690;1528
62.522;04.12.2022;10697;1529
64.623;11.12.2022;10704;1530
68.730;18.12.2022;10711;1531
69.266;25.12.2022;10718;1532
72.328;01.01.2023;10725;1533
68.694;08.01.2023;10732;1534
68.807;15.01.2023;10739;1535
69.465;22.01.2023;10746;1536
70.631;29.01.2023;10753;1537
73.348;05.02.2023;10760;1538
74.230;12.02.2023;10767;1539
76.135;19.02.2023;10774;1540
75.712;26.02.2023;10781;1541
76.072;05.03.2023;10788;1542
